Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,How did you first hear about the Louisiana SPCA Community Clinic,,,,,,What services did you receive?,,How likely are you to use the Community Clinic again?,,,,,Additional feedback
11088812392,212328902,10/23/2019 18:13,10/23/2019 18:14,,,,,,From a friend,,Spay/Neuter,,,Very likely,Somewhat likely,,,"Only reason y’all didn’t get extremely likely. Was because when I looked at my dogs nails they were cut extremely short, past the quick. That is all, thank you."
11085993181,212328902,10/22/2019 21:56,10/22/2019 22:03,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,"Excellent service.. The Vet that spoke with me after the surgery and prior to it was detailed about the procedure, and the desired outcome . She showed  compassion when dealing with my concerns and gave me details of my pet’s aftercare, with regard to pain management and medication thereof"
11077966056,212328902,10/19/2019 11:09,10/19/2019 11:10,,,,,,From a friend,,Other (please specify),"General evaluation.  Flea, tick, and heartworm prevention.",Extremely likely,,,,,
11077206176,212328902,10/18/2019 20:46,10/18/2019 20:51,,,,Social media,,,,Other (please specify),Spay & umbilical hernia repair,Extremely likely,,,,,
11077191626,212328902,10/18/2019 20:36,10/18/2019 20:37,,,,Social media,,,,Other (please specify),Nuterd ,Extremely likely,,,,,
11076248236,212328902,10/18/2019 11:50,10/18/2019 11:58,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
11074640879,212328902,10/17/2019 20:43,10/17/2019 20:44,,,,,,,Just know,Spay/Neuter,,Extremely likely,,,,,
11069957010,212328902,10/16/2019 9:03,10/16/2019 9:04,,,,,,,David Ural,Spay/Neuter,,,Very likely,,,,"Friendly staff, professional, great communication"
11068842106,212328902,10/15/2019 22:26,10/15/2019 22:27,,,,,,,Local shelter,Spay/Neuter,,,Very likely,,,,
11068501383,212328902,10/15/2019 18:57,10/15/2019 18:59,,,,,In the news,,,Spay/Neuter,,,Very likely,,,,I am very pleased. Very nice facility and all of the employees were very nice and friendly 
11068475013,212328902,10/15/2019 18:44,10/15/2019 18:44,,,,Social media,,,,Spay/Neuter,,,Very likely,,,,We had a great experience!
11068432437,212328902,10/15/2019 18:20,10/15/2019 18:22,,,,,,,Mother used with previous pets,Spay/Neuter,,Extremely likely,,,,,Everyone was nice and pleasant to deal with.
11061875335,212328902,10/12/2019 23:47,10/12/2019 23:48,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
11061807536,212328902,10/12/2019 22:13,10/12/2019 22:16,,Adopted from Louisiana SPCA,,,,,My godmother brings her baby there also ,Heartworm treatment,,Extremely likely,,,,,The techs and vet were extremely kind. They answered all my questions and concerns. I was rushed and I realize I asked the same questions over and over. Thanks so much. I love this place. Gracie will always go to the vets here 
11061714156,212328902,10/12/2019 19:56,10/12/2019 19:58,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Dental Consultation ,Extremely likely,,,,,They were very nice and friendly! They all made friends with Nola!
11060480038,212328902,10/11/2019 20:54,10/11/2019 20:55,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
11060470423,212328902,10/11/2019 20:43,10/11/2019 20:46,,,,,,,Terrebonne Parish Animal Shelter,Spay/Neuter,,,Very likely,,,,I appreciate that there is an alternative for community cats to get spayed and neutered at no cost. And get good care.
11060312242,212328902,10/11/2019 18:35,10/11/2019 18:35,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,None
11058134667,212328902,10/11/2019 0:39,10/11/2019 0:39,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
11057866001,212328902,10/10/2019 20:48,10/10/2019 20:49,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,"Staff is friendly and helpful, just the wait is annoying with so many people and so few doctors."
11045180772,212328902,10/5/2019 20:27,10/5/2019 20:33,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,,,Not so likely,,"I came to the clinic after I had been out of town for a week. My husband was home with the kitten.  I brought the kitten in for her boosters.  I left the clinic and had not been home and hour before I noticed a bald scaly patch under her fore leg.  It looks like mange, mites,  maybe or ringworm.  I paid for an exam when I was at the clinic but she was only weighed and administered the boosters.  Even a cursory look by a professional should have noticed the skin problem under her shoulder.  I feel like a wasted a trip across town and a $25 fee."
11043833523,212328902,10/4/2019 19:47,10/4/2019 19:48,,,,,In the news,,,Spay/Neuter,,Extremely likely,,,,,Thank you for the job that you are making everyday with our love ones 🐾 💕
11043805854,212328902,10/4/2019 19:22,10/4/2019 19:24,,,,,,From a friend,,Spay/Neuter,,,,Somewhat likely,,,I was impressed with the techs and check in staff.  I know my cat was a handful and all of your staff were very kind about it.  You provide an invaluable service for the community.  Thanks!
11043728572,212328902,10/4/2019 18:23,10/4/2019 18:23,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
11041073795,212328902,10/3/2019 19:22,10/3/2019 19:22,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,,,Somewhat likely,,,Far from home
11040961016,212328902,10/3/2019 18:14,10/3/2019 18:14,,,,,,,Common knowledge ,Spay/Neuter,,,,Somewhat likely,,,
11035308885,212328902,10/1/2019 20:48,10/1/2019 20:49,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,EVERYONE THERE IS SO POLITE AND CARING!
11031909133,212328902,9/30/2019 16:29,9/30/2019 16:29,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,
11030287881,212328902,9/30/2019 7:00,9/30/2019 7:03,,,,Social media,,,,Other (please specify),Microchip,,,,Not so likely,,"The wait was intolerable.  I wanted to get a check up but with the long wait, I decided against it.  Also, the receptionist at the desk, with the black hair, was rude.  I really did not enjoy interacting with her.  Especially because I waited so long and she was brash with handling my questions and check out process.  I was not at all pleased!!"
11029491996,212328902,9/29/2019 20:06,9/29/2019 20:06,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
11029380765,212328902,9/29/2019 18:17,9/29/2019 18:18,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Everyone was extremely happy and nice. Thank you for taking care of my pup. 
11029346940,212328902,9/29/2019 17:41,9/29/2019 17:41,,Adopted from Louisiana SPCA,,,,,,TNR,,Extremely likely,,,,,
11026379069,212328902,9/27/2019 21:27,9/27/2019 21:28,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Exam of lump on belly and cough.,,Very likely,,,,
11026151438,212328902,9/27/2019 18:14,9/27/2019 18:16,,,Google,,,,,Wellness exam,,,Very likely,,,,"The wait was very long. We had an appointment at 3:10, and we didn't go back until after 4. There were more long waiting periods once in the back as well. Our comprehensive annual ended up taking almost 2 hours, and overall, the vet and techs probably only spent 10-15 minutes with us. "
11025117855,212328902,9/27/2019 11:11,9/27/2019 11:13,,Adopted from Louisiana SPCA,,,,,Used since before Katrina ,TNR,,,Very likely,,,,Thank you for TNR services
11020339953,212328902,9/25/2019 19:32,9/25/2019 19:34,,Adopted from Louisiana SPCA,Google,,,,,Spay/Neuter,,,Very likely,,,,service was professional. only thing we didn't appreciate was being trapped in a small wait area with knuckheads giving their big aggressive dogs a long lead. would be nice if there was a separate waiting area like the sick and well rooms in doctors offices
11020249089,212328902,9/25/2019 18:41,9/25/2019 18:42,,,,Social media,,,,Other (please specify),First Shot for Puppy,Extremely likely,Very likely,,,,❤🌟👌👍SPCA
11017327325,212328902,9/24/2019 20:10,9/24/2019 20:10,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
11017164992,212328902,9/24/2019 18:38,9/24/2019 18:38,,,Google,,,,,Wellness exam,,Extremely likely,,,,,
11009305031,212328902,9/20/2019 20:10,9/20/2019 20:11,,,,Social media,,,,Spay/Neuter,,,Very likely,,,,"Our family had a wonderful experience at the clinic, thank you! "
11009166045,212328902,9/20/2019 18:17,9/20/2019 18:17,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
11009163126,212328902,9/20/2019 18:14,9/20/2019 18:15,,,,,,,From community activities ,Spay/Neuter,,Extremely likely,,,,,N/A
11006668478,212328902,9/19/2019 22:45,9/19/2019 22:46,,,,,,,The agency serviced my pets pre Katrina ,Spay/Neuter,,Extremely likely,,,,,Service was with a smile 
11003207090,212328902,9/18/2019 19:01,9/18/2019 19:01,,,,,,,Shelter web site,Spay/Neuter,,Extremely likely,,,,,
11000463248,212328902,9/17/2019 21:15,9/17/2019 21:16,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Wonderful, friendly service. Very well run. And pleasant place to spend a Monday morning😊"
10997300874,212328902,9/16/2019 19:02,9/16/2019 19:02,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10994747632,212328902,9/15/2019 21:05,9/15/2019 21:06,,,,,,,My daughter used to be a volunteer.,Wellness exam,,Extremely likely,,,,,
10994598595,212328902,9/15/2019 18:35,9/15/2019 18:37,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Kitten shots,Extremely likely,,,,,I was so impressed. The facility was so nice and so clean. The doctor and staff were very nice. I will definitely continue to bring Billie to the SPCA
10990753418,212328902,9/13/2019 8:40,9/13/2019 8:43,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10989382794,212328902,9/12/2019 18:15,9/12/2019 18:17,,,,Social media,,,,Spay/Neuter,,,,,,Not at all likely,At the time of pick up the receptionist was very rude and not very informative or friendly. 
10986678302,212328902,9/11/2019 21:06,9/11/2019 21:10,,,,,,,Terrebonne parish animal shelter ,Spay/Neuter,,Extremely likely,,,,,The baby was in pain when he got home. I had to rock him to sleep. Maybe send a pain medication home. Today no compaints.
10982630865,212328902,9/10/2019 11:48,9/10/2019 11:49,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10982626902,212328902,9/10/2019 11:44,9/10/2019 11:48,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,"Staff was very pleasant, helpful and courteous. You can tell they enjoy what they do, which is not very common these days. SPCA has always been a fantastic place to get the care that my babies surely deserve."
10982371672,212328902,9/10/2019 10:15,9/10/2019 10:22,,,,,,From a friend,,Wellness exam,,,Very likely,,,,"Perhaps yall could have a more streamlined method for the service desk in the lobby. I waited for a long time compared to other people waiting. Other than that everyone was very kind and accommodating, one of the women up front even helped me by giving me a free leash at the door because I forgot my dogs leash at home. "
10977496415,212328902,9/8/2019 13:37,9/8/2019 13:38,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,"Great place, friendly staff."
10970210844,212328902,9/4/2019 22:21,9/4/2019 22:21,,,,Social media,,,,Spay/Neuter,,,Very likely,,,,
10969933043,212328902,9/4/2019 19:36,9/4/2019 19:37,,,,,In the news,,,Spay/Neuter,,Extremely likely,,,,,Friendly know their stuff. 
10965557048,212328902,9/3/2019 9:37,9/3/2019 9:38,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10961682135,212328902,8/31/2019 23:03,8/31/2019 23:04,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Awesome !!!
10961512342,212328902,8/31/2019 18:15,8/31/2019 18:16,,,,,In the news,,,Wellness exam,,Extremely likely,,,,,
10960947749,212328902,8/31/2019 7:25,8/31/2019 7:31,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,The staff was very welcoming and courteous. They were efficient and made the process easier. Keep up the good work. 
10960358303,212328902,8/30/2019 18:35,8/30/2019 18:35,,,Google,,,,,Heartworm treatment,,Extremely likely,,,,,
10960340242,212328902,8/30/2019 18:14,8/30/2019 18:19,,,Google,,,,,Other (please specify),"Scheduled for neuter, did not complete ",,,,Not so likely,,"Workers pretty rude and unprofessional, would rather work with a stand-alone veterinarian clinic. Feedback: If workers are going to keep patrons waiting outside, at least have the decency to drink your coffee and shoot the shit out of sight, not doing so makes people feel like you’re wasting their time, and comes off as nonchalant and unprofessional. "
10959082070,212328902,8/30/2019 7:19,8/30/2019 7:22,,,,Social media,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Everyone was very courteous to me and my Fats boy. I am very thankful for you all to take his balls! 
10958137979,212328902,8/29/2019 18:35,8/29/2019 18:35,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10958122874,212328902,8/29/2019 18:24,8/29/2019 18:25,,,Google,,,,,Wellness exam,,Extremely likely,,,,,Wonderful! 
10954269931,212328902,8/28/2019 8:14,8/28/2019 8:19,,,,,,From a friend,,Spay/Neuter,,,,Somewhat likely,,,The service was great and the process was efficient and affordable.  I did not like having to drop my kitten off early and pick her up late as I think she must have been terrified waiting for her procedure.
10953296484,212328902,8/27/2019 20:27,8/27/2019 20:44,,,Google,,,,,TNR,,,,Somewhat likely,,,"It was to be free for feral cats, I had to pay for each of the cats.  Your staff I ran into in the back was rude and has no business talking to anyone, blaming me for not fixing the cats dumped off on my property and I don’t even work said I should have fixed the cats, well it’s hard if you don’t have the means.  I understand being passionate about animals but that lady has no business speaking her opinion and not understanding the situation.  You need to find out about the people you hire and not deal with antisocial judging people.  If I would have meet the woman on the street, she would have had a different encounter.  I care for animals and people, but this lady wasn’t a people person and treated me like a piece of crap.  I don’t work and use my own funds to help the cats dumped off, so how dare you employee someone with that attitude.  I have more cats I’m caring for and I think I’m going to find out who this person is so you can handle them."
10953111378,212328902,8/27/2019 18:44,8/27/2019 18:45,,,,,In the news,,,Spay/Neuter,,Extremely likely,,,,,
10953059693,212328902,8/27/2019 18:12,8/27/2019 18:12,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10950550029,212328902,8/26/2019 19:09,8/26/2019 19:09,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10947834366,212328902,8/25/2019 10:24,8/25/2019 10:26,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,It would be nice to have later pick up hours. It's very difficult to get to the clinic by 4:30. All the staff were very knowledgeable and friendly
10947726102,212328902,8/25/2019 8:15,8/25/2019 8:16,,,,Social media,,,Family,Spay/Neuter,,,Very likely,,,,
10946210481,212328902,8/23/2019 22:31,8/23/2019 22:32,,,,,,From a friend,,Spay/Neuter,,,,Somewhat likely,,,I didn't like that you can't talk to a real person when you call you have to leave a voicemail
10945962382,212328902,8/23/2019 18:20,8/23/2019 18:20,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10945478108,212328902,8/23/2019 13:28,8/23/2019 13:32,,,,,,,Born in N. O. Have always known about spca,Spay/Neuter,,Extremely likely,,,,,"Very pleasant experience, staff very informative, patient, and polite waiting to schedule appointment for dental care "
10943739962,212328902,8/22/2019 19:25,8/22/2019 19:26,,,,,In the news,,,Wellness exam,,,Very likely,,,,
10941170224,212328902,8/21/2019 21:08,8/21/2019 21:09,,,,,,,Knowledge ,Spay/Neuter,,Extremely likely,,,,,Wonderful staff. Couldn’t be happier. Will definitely recommend to everyone.
10941020443,212328902,8/21/2019 19:45,8/21/2019 19:46,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,
10936465818,212328902,8/20/2019 7:11,8/20/2019 7:12,,,,,,From a friend,,Other (please specify),spay plus had to amputate leg,Extremely likely,,,,,The staff was very friendly and helpful. Took very good care of Miss Kitty
10932186007,212328902,8/17/2019 21:15,8/17/2019 22:50,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Your staff was very friendly and professional!
10928700372,212328902,8/15/2019 18:06,8/15/2019 18:08,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"I was scared at first thinking oh no they want to bring my dog to new Orleans. But I heard from a few people who had done. So I gave it a try. I would recommend ya'll to everyone. It was awesome, thanks again. "
10924095435,212328902,8/13/2019 18:08,8/13/2019 18:08,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Love the appointment reminders.   Also the clinic is quick cost efficient and helpful. 
10918232946,212328902,8/10/2019 11:43,8/10/2019 11:44,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,Excellent staff.  I am very impressed.     Thank you!
10917977385,212328902,8/10/2019 7:30,8/10/2019 7:32,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,everyone was very nice and we had a good experience
10917597631,212328902,8/9/2019 22:34,8/9/2019 22:36,,,,,,,St Charles Parish Animal Shelter,Spay/Neuter,,Extremely likely,,,,,
10916191607,212328902,8/9/2019 8:47,8/9/2019 8:48,,,,,,,Adopted from PetSmart ,Wellness exam,,,Very likely,Somewhat likely,,,Everything went okay 
10911080027,212328902,8/7/2019 18:45,8/7/2019 18:46,,,,,,From a friend,,Other (please specify),Dental consultation ,Extremely likely,,,,,
10911073503,212328902,8/7/2019 18:42,8/7/2019 18:42,,,,Social media,,,,TNR,,Extremely likely,,,,,
10910733827,212328902,8/7/2019 15:52,8/7/2019 15:53,,,,Social media,,,,Spay/Neuter,,,Very likely,,,,Thank you!
10908441932,212328902,8/6/2019 19:58,8/6/2019 20:00,,,,,,From a friend,,Spay/Neuter,,,,,Not so likely,,"I think the SPCA should offer better E collars for a higher charge. My dog is struggling with the hard plastic collar, he’s almost ripped it in half and it scratches me because the rim is sharp. I believe there should be other options that the cheap plastic collar."
10908351965,212328902,8/6/2019 18:57,8/6/2019 19:02,,,,,In the news,From a friend,,TNR,,Extremely likely,,,,,"I am an animal lover, especially cats.  I wish the LASPCA along with other rescues would host a day or month of TNR and low cost spay neuter and promote it in the media.  People just need to be educated about the short gestation period for cats and how young cats can be mothers themselves by 4 - 5 months old."
10903611582,212328902,8/4/2019 20:20,8/4/2019 20:22,,,,,,From a friend,,Wellness exam,,,,Somewhat likely,,,"My cat received to immunize shots. For the first 36 hours after the shots she was extremely lethargic, had zero appetite, and was limping on the leg where she received the shot. I tried calling the clinic to speak with a vet but couldn’t communicate with a real person. I was very upset that we were neither told about the possible symptoms nor was I able to speak with someone about them once they arose. "
10901472192,212328902,8/2/2019 20:13,8/2/2019 20:13,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10899097141,212328902,8/1/2019 19:11,8/1/2019 19:11,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10899062723,212328902,8/1/2019 18:47,8/1/2019 18:48,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,Friendly staff
10898212412,212328902,8/1/2019 12:07,8/1/2019 12:09,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,,Very likely,,,,
10895435499,212328902,7/31/2019 11:06,7/31/2019 11:08,,,Google,,,,,Spay/Neuter,,,Very likely,,,,We decided to adopt this cat before she was spayed. We payed the adoption fee before as well. She came back with her ear clipped and my husband was very upset about that. 
10894037938,212328902,7/30/2019 21:23,7/30/2019 21:24,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,,Very likely,,,,"Helpful, friendly and efficient"
10893788108,212328902,7/30/2019 18:40,7/30/2019 18:42,,,Google,,,,,Spay/Neuter,,,Very likely,,,,I was a little lost at the front desk and very worried for my puppy so a little bit more communication would have been nice but the vet technicians were extremely informative that made me feel better! Overall it’s a wonderful facility that does spectacular work 
10890705653,212328902,7/29/2019 14:56,7/29/2019 14:57,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,Very easy to setup appointment and to pick up at local shelter. Thanks
10887751497,212328902,7/27/2019 21:07,7/27/2019 21:09,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Heartworm treatment consultation ,Extremely likely,,,,,Love this whole organization. 😍🐶🐱
10887566760,212328902,7/27/2019 16:36,7/27/2019 16:37,,,,,,From a friend,,Spay/Neuter,,,,,Not so likely,,Did not provide needed medicine for the pet
10887244372,212328902,7/27/2019 10:23,7/27/2019 10:25,,,,,,,St. Charles Parish ,Spay/Neuter,,Extremely likely,,,,,Great personnel  and I trust the LASPCA because of the loving care shown when they picked Maddie up.
10887201002,212328902,7/27/2019 9:42,7/27/2019 9:42,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10884505905,212328902,7/25/2019 22:49,7/25/2019 22:50,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Vaccinations,Extremely likely,,,,,
10884171666,212328902,7/25/2019 19:01,7/25/2019 19:01,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10884102950,212328902,7/25/2019 18:14,7/25/2019 18:16,,,Google,,,From a friend,,Wellness exam,,Extremely likely,,,,,Dr. Gauthreaux was great. Everyone was so nice and very thorough with explaining everything. I plan on coming here in the future for my animals and maybe even adopting a pet from here when we are a bit more settled. 
10873165907,212328902,7/20/2019 22:56,7/20/2019 22:57,,,,,,, I know from coming there,Wellness exam,,Extremely likely,,,,,Thanks. Everyone was very nice. It’s clean and the facility is really great. 
10872464741,212328902,7/20/2019 8:35,7/20/2019 8:36,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Wonderful folks. 
10870749372,212328902,7/19/2019 10:13,7/19/2019 10:14,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,They were very kind to river.He was so scared but they were very kind to him.im so thankful for the clinic.
10869384822,212328902,7/18/2019 20:31,7/18/2019 20:33,,,,,,,Previous customer,Wellness exam,,,,Somewhat likely,,,"Was kind of upset because I was inconvenienced, and was not compensated for an error on the facility behalf. "
10866609627,212328902,7/17/2019 20:18,7/17/2019 20:24,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,The care and commitment of your team are a valuable resource to the community. I appreciate everything you've done for my pets.  May God bless each and every one of you. 
10865667078,212328902,7/17/2019 12:15,7/17/2019 12:19,,Adopted from Louisiana SPCA,,,,,,Other (please specify),clipped nails,,,Somewhat likely,,,upon adoption I was told to bring oreo in for heartworm treatment yet when I presented him I was told he was up to date on everything. just a long ride and time that could have been dedicated elsewhere. 
10865006126,212328902,7/17/2019 8:07,7/17/2019 8:07,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,Very likely,,,,
10864965125,212328902,7/17/2019 7:43,7/17/2019 7:49,,,,,,,Animal rescuer/LASPCA supporter since 1983,Spay/Neuter,,Extremely likely,,,,,Two rescued puppies that we decided to keep. My long time wonderful vet's clinic is now VCA.  SPAY only for each puppy was $220. John & I are retired and I needed to find a less expensive way to keep the puppies. We have 4 other rescued dogs and one is 18yrs old.
10864073678,212328902,7/16/2019 21:00,7/16/2019 21:00,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10858797539,212328902,7/14/2019 14:52,7/14/2019 14:53,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Appt was cancelled due to the rain by the SPCA,Extremely likely,,,,,
10853991503,212328902,7/11/2019 14:00,7/11/2019 14:01,,,Google,,,,,Spay/Neuter,,,Very likely,,,,
10849849814,212328902,7/10/2019 0:25,7/10/2019 0:26,,,Google,,,,,Wellness exam,,Extremely likely,,,,,Very nice experience and I will be back!
10849833052,212328902,7/10/2019 0:06,7/10/2019 0:10,,,,,In the news,,,Spay/Neuter,,,,,Not so likely,,"I think the parents should receive an update on their animal when it is out of surgery. It’d be nice for the parents to have piece of mind. Also, I think the techs should be allowed to do discharge teaching. We were not told how to take care of our puppy when we brought him home from surgery. We had to read it from a packet. It’d be nice to be given verbal and written instructions. "
10849483794,212328902,7/9/2019 19:22,7/9/2019 19:23,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,The staff and doctors are wonderful at the SPCA Clinic. I will definitely be taking my other dogs there for their annual visits. 
10845657516,212328902,7/8/2019 8:47,7/8/2019 8:51,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,,,,Not at all likely,"I really want to support the LA-SPCA and their mission by utilizing the community clinic for my pet's care but the staff always make me feel uncomfortable and stupid. I brought in my adopted dog for her last round of boosters and was asked if I was going to continue a certain vaccine and the tech used a medical term that I was unfamiliar with; so I shared that I wasn't sure what that was for, and before answering very shortly the tech rolled her eyes at me. My dog is also very scared of the vet and yelped the entire exam, and as the vet and tech left the room I could hear them joking to each other that they had lost their hearing due to her yelping. I get that it was loud but I am also hearing impaired and felt embarrassed by this comment."
10837181231,212328902,7/2/2019 23:40,7/2/2019 23:42,,,,,,,Use it with past pets,Spay/Neuter,,,Very likely,,,,Always professional and knowledgeable. Only drawback is we live on the east bank.
10837018718,212328902,7/2/2019 21:17,7/2/2019 21:19,,,,,,,Have always known about LASPCA,Wellness exam,,Extremely likely,,,,,Everyone was very friendly and so patient with our pets.  I enjoyed the experience.  Look forward to seeing everyone next year!
10836655769,212328902,7/2/2019 17:03,7/2/2019 17:04,,,,,,,The animal shelter in Harvey,Wellness exam,,Extremely likely,,,,,Thanks  
10831424155,212328902,6/30/2019 1:37,6/30/2019 1:37,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,Lets go team
10831347702,212328902,6/29/2019 22:53,6/29/2019 22:56,,,,,,,Volunteer at SPCA,Other (please specify),International Travel Certificate,Extremely likely,,,,,"Dr. Smith was very helpful, efficient and professional when it came to Luigi's international travel certificate appointment. She really took her time to ensure everything was done right and in a timely manner. I totally appreciated the service!"
10831344773,212328902,6/29/2019 22:48,6/29/2019 22:49,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,"The experience was very pleasant, my dog loved her doctor, and I felt like her doctor listened to me and truly cared about my dog's wellbeing. "
10831239570,212328902,6/29/2019 19:25,6/29/2019 19:28,,,,,,From a friend,,Heartworm treatment,,Extremely likely,,,,,"Great staff, excellent treatment, we’ll definitely be back. Thanks. "
10828784580,212328902,6/28/2019 6:04,6/28/2019 6:43,,,,,In the news,,,Other (please specify),"Wellness exam, heartworm testing, microchip",Extremely likely,,,,,
10828154011,212328902,6/27/2019 21:47,6/27/2019 21:49,,,,,,From a friend,,Heartworm treatment,,Extremely likely,,,,,Thanks for the reasonable price 
10827858841,212328902,6/27/2019 17:47,6/27/2019 17:50,,,,,,,Terrebonne parish animal shelter,Spay/Neuter,,Extremely likely,,,,,I've had all my pets spayed/neutered through yall and will refer my friends and family to you. Wonderful clinic
10821979473,212328902,6/25/2019 12:13,6/25/2019 12:24,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,,Very likely,,,,"I'm very likely to go again because you are covering my dog's heartworm treatment, but it was an hour before I saw the vet. Also, nobody picks up the phone and I haven't received a call back from the message I left."
10816062018,212328902,6/22/2019 12:19,6/22/2019 12:19,,,Google,,,,,Spay/Neuter,,,Very likely,,,,very helpful
10815159751,212328902,6/21/2019 20:42,6/21/2019 20:44,,,,,,,It's in my neighborhood.,Spay/Neuter,,,,Somewhat likely,,,"The staff was very pleasant, the process was efficient and Myrrh seems to be healing. "
10809507957,212328902,6/19/2019 19:47,6/19/2019 19:51,,,,,,,I knew about y'all,Spay/Neuter,,Extremely likely,,,,,The staff was very kind and friendly and when I got the everything went well I thank y'all very much 
10806532311,212328902,6/18/2019 19:23,6/18/2019 19:23,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,None
10806477782,212328902,6/18/2019 18:52,6/18/2019 18:52,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10802817791,212328902,6/17/2019 12:25,6/17/2019 12:27,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,I thought the price would have been a lot lower. It was too expensive
10802561542,212328902,6/17/2019 10:41,6/17/2019 10:42,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,I was very happy with the care my puppy received.
10802235061,212328902,6/17/2019 8:38,6/17/2019 8:39,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10802041184,212328902,6/17/2019 7:15,6/17/2019 7:16,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Everything was great, I am very pleased. Rebecca is healing well. Thank you!"
10801274548,212328902,6/16/2019 20:20,6/16/2019 20:21,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Thank you for all that you do! 
10801070856,212328902,6/16/2019 15:44,6/16/2019 15:46,,,,,,,Saw it on Terrebonne Parish Animal Shelter Website,Spay/Neuter,,,Very likely,,,,Thank you for making these services available in the bayou parishes of Lafourche and Terrebonne. 
